,Opportunity_cost
0,243.4962794873861
1,243.4962794873861
2,243.4962794873861
3,248.48729676964476
4,262.901929016749
5,262.901929016749
6,268.46776444779164
7,268.7631774453277
8,268.7631774453277
9,268.7834947807631
10,268.7834947807631
11,268.7834947807631
12,268.7834947807631
13,268.7834947807631
14,268.7834947807631
15,268.7834947807631
16,268.7834947807631
17,268.7834947807631
18,268.7834947807631
19,268.7834947807631
20,268.7834947807631
21,268.7834947807631
22,268.7834947807631
23,268.7834947807631
24,268.7834947807631
25,268.7834947807631
26,268.7834947807631
27,268.7834947807631
28,268.7834947807631
29,268.7834947807631
30,268.7834947807631
31,268.7834947807631
32,268.7834947807631
33,268.7834947807631
34,268.7834947807631
35,268.7834947807631
36,268.7834947807631
37,268.7834947807631
38,268.7834947807631
39,268.7834947807631
40,268.7834947807631
41,268.7834947807631
42,268.7834947807631
43,268.7834947807631
44,268.7834947807631
