,Opportunity_cost
0,190.12500249917662
1,190.12500249917662
2,190.12500249917662
3,190.12500249917662
4,190.12500249917662
5,190.12500249917662
6,232.0001707766602
7,256.411675247285
8,264.938441440581
9,267.9195477631771
10,268.5367273219512
11,268.6819362861246
12,268.7653117295495
13,268.7825782492049
14,268.7825782492049
15,268.7825782492049
16,268.7825782492049
17,268.7825782492049
18,268.7825782492049
19,268.7825782492049
20,268.7825782492049
21,268.7825782492049
22,268.7825782492049
23,268.7825782492049
24,268.7825782492049
25,268.7825782492049
26,268.7825782492049
27,268.7825782492049
28,268.7825782492049
29,268.7825782492049
30,268.7825782492049
31,268.7825782492049
32,268.7825782492049
33,268.7825782492049
34,268.7825782492049
35,268.7825782492049
36,268.7825782492049
37,268.7825782492049
38,268.7825782492049
39,268.7825782492049
40,268.7825782492049
41,268.7825782492049
42,268.7825782492049
43,268.7825782492049
44,268.7825782492049
