,Opportunity_cost
0,176.62500050849803
1,176.62500050849803
2,221.1216743449435
3,235.09568022969435
4,235.09568022969435
5,267.97332608483424
6,267.97332608483424
7,267.97332608483424
8,267.97332608483424
9,268.70570583119047
10,268.73191378351936
11,268.73191378351936
12,268.7607223887141
13,268.7810688709001
14,268.7810688709001
15,268.7810688709001
16,268.7810688709001
17,268.7810688709001
18,268.7810688709001
19,268.7810688709001
20,268.7810688709001
21,268.7810688709001
22,268.7810688709001
23,268.7810688709001
24,268.7810688709001
25,268.7810688709001
26,268.7810688709001
27,268.7810688709001
28,268.7810688709001
29,268.7810688709001
30,268.7810688709001
31,268.7810688709001
32,268.7810688709001
33,268.7810688709001
34,268.7810688709001
35,268.7810688709001
36,268.7810688709001
37,268.7810688709001
38,268.7810688709001
39,268.7810688709001
40,268.7810688709001
41,268.7810688709001
42,268.7810688709001
43,268.7810688709001
44,268.7810688709001
