,Opportunity_cost
0,128.3804792399599
1,128.3804792399599
2,128.3804792399599
3,222.17365773414156
4,222.17365773414156
5,222.17365773414156
6,222.17365773414156
7,266.3444571731361
8,268.1740845649447
9,268.1740845649447
10,268.60148858622557
11,268.7715349807082
12,268.7863503910585
13,268.7863503910585
14,268.7863503910585
15,268.7863503910585
16,268.7863503910585
17,268.7863503910585
18,268.7863503910585
19,268.7863503910585
20,268.7863503910585
21,268.7863503910585
22,268.7863503910585
23,268.7863503910585
24,268.7863503910585
25,268.7863503910585
26,268.7863503910585
27,268.7863503910585
28,268.7863503910585
29,268.7863503910585
30,268.7863503910585
31,268.7863503910585
32,268.7863503910585
33,268.7863503910585
34,268.7863503910585
35,268.7863503910585
36,268.7863503910585
37,268.7863503910585
38,268.7863503910585
39,268.7863503910585
40,268.7863503910585
41,268.7863503910585
42,268.7863503910585
43,268.7863503910585
44,268.7863503910585
