,Opportunity_cost
0,203.62500093286636
1,203.62500093286636
2,203.62500093286636
3,203.62500093286636
4,244.34717856139866
5,253.41892160625505
6,256.90399316888363
7,257.1030631995366
8,259.5561754713639
9,265.34949123229416
10,268.3092262520178
11,268.3092262520178
12,268.7691547322653
13,268.7691547322653
14,268.78642717891046
15,268.78642717891046
16,268.78642717891046
17,268.78642717891046
18,268.78642717891046
19,268.78642717891046
20,268.78642717891046
21,268.78642717891046
22,268.78642717891046
23,268.78642717891046
24,268.78642717891046
25,268.78642717891046
26,268.78642717891046
27,268.78642717891046
28,268.78642717891046
29,268.78642717891046
30,268.78642717891046
31,268.78642717891046
32,268.78642717891046
33,268.78642717891046
34,268.78642717891046
35,268.78642717891046
36,268.78642717891046
37,268.78642717891046
38,268.78642717891046
39,268.78642717891046
40,268.78642717891046
41,268.78642717891046
42,268.78642717891046
43,268.78642717891046
44,268.78642717891046
