,Opportunity_cost
0,221.96039548813195
1,221.96039548813195
2,221.96039548813195
3,242.5188498106817
4,242.5188498106817
5,242.5188498106817
6,265.87616620062573
7,267.8066841787869
8,268.7050754110065
9,268.77147272407404
10,268.78572952905853
11,268.78572952905853
12,268.78572952905853
13,268.78572952905853
14,268.78572952905853
15,268.78572952905853
16,268.78572952905853
17,268.78572952905853
18,268.78572952905853
19,268.78572952905853
20,268.78572952905853
21,268.78572952905853
22,268.78572952905853
23,268.78572952905853
24,268.78572952905853
25,268.78572952905853
26,268.78572952905853
27,268.78572952905853
28,268.78572952905853
29,268.78572952905853
30,268.78572952905853
31,268.78572952905853
32,268.78572952905853
33,268.78572952905853
34,268.78572952905853
35,268.78572952905853
36,268.78572952905853
37,268.78572952905853
38,268.78572952905853
39,268.78572952905853
40,268.78572952905853
41,268.78572952905853
42,268.78572952905853
43,268.78572952905853
44,268.78572952905853
