,Opportunity_cost
0,248.6250011560063
1,248.6250011560063
2,257.2573393739361
3,257.2573393739361
4,258.5474004838667
5,258.5533820791056
6,258.5533820791056
7,267.29189924623404
8,268.72329656750327
9,268.72329656750327
10,268.7731247909334
11,268.78436433487826
12,268.78436433487826
13,268.78436433487826
14,268.78436433487826
15,268.78436433487826
16,268.78436433487826
17,268.78436433487826
18,268.78436433487826
19,268.78436433487826
20,268.78436433487826
21,268.78436433487826
22,268.78436433487826
23,268.78436433487826
24,268.78436433487826
25,268.78436433487826
26,268.78436433487826
27,268.78436433487826
28,268.78436433487826
29,268.78436433487826
30,268.78436433487826
31,268.78436433487826
32,268.78436433487826
33,268.78436433487826
34,268.78436433487826
35,268.78436433487826
36,268.78436433487826
37,268.78436433487826
38,268.78436433487826
39,268.78436433487826
40,268.78436433487826
41,268.78436433487826
42,268.78436433487826
43,268.78436433487826
44,268.78436433487826
