,Opportunity_cost
0,203.62500038768044
1,203.62500038768044
2,203.62500038768044
3,203.62500038768044
4,203.62500038768044
5,203.62500038768044
6,264.9595730012208
7,267.73980032371446
8,268.53890562384186
9,268.76520032756224
10,268.76520032756224
11,268.78298172635573
12,268.78298172635573
13,268.78298172635573
14,268.78298172635573
15,268.78298172635573
16,268.78298172635573
17,268.78298172635573
18,268.78298172635573
19,268.78298172635573
20,268.78298172635573
21,268.78298172635573
22,268.78298172635573
23,268.78298172635573
24,268.78298172635573
25,268.78298172635573
26,268.78298172635573
27,268.78298172635573
28,268.78298172635573
29,268.78298172635573
30,268.78298172635573
31,268.78298172635573
32,268.78298172635573
33,268.78298172635573
34,268.78298172635573
35,268.78298172635573
36,268.78298172635573
37,268.78298172635573
38,268.78298172635573
39,268.78298172635573
40,268.78298172635573
41,268.78298172635573
42,268.78298172635573
43,268.78298172635573
44,268.78298172635573
