,Opportunity_cost
0,176.62500081310128
1,199.71191573832442
2,220.90113946863605
3,232.93201437564184
4,232.93201437564184
5,232.93201437564184
6,268.2755709293858
7,268.4211777404829
8,268.4211777404829
9,268.76723480693016
10,268.7851686782651
11,268.7851686782651
12,268.7851686782651
13,268.7851686782651
14,268.7851686782651
15,268.7851686782651
16,268.7851686782651
17,268.7851686782651
18,268.7851686782651
19,268.7851686782651
20,268.7851686782651
21,268.7851686782651
22,268.7851686782651
23,268.7851686782651
24,268.7851686782651
25,268.7851686782651
26,268.7851686782651
27,268.7851686782651
28,268.7851686782651
29,268.7851686782651
30,268.7851686782651
31,268.7851686782651
32,268.7851686782651
33,268.7851686782651
34,268.7851686782651
35,268.7851686782651
36,268.7851686782651
37,268.7851686782651
38,268.7851686782651
39,268.7851686782651
40,268.7851686782651
41,268.7851686782651
42,268.7851686782651
43,268.7851686782651
44,268.7851686782651
