,Opportunity_cost
0,213.41811080502765
1,213.41811080502765
2,213.41811080502765
3,213.41811080502765
4,213.41811080502765
5,213.41811080502765
6,213.41811080502765
7,235.45790150961918
8,244.8572541155313
9,244.8572541155313
10,260.5754473858283
11,266.9140866055263
12,268.7377540353482
13,268.7377540353482
14,268.78332284068324
15,268.78332284068324
16,268.78332284068324
17,268.78332284068324
18,268.78332284068324
19,268.78332284068324
20,268.78332284068324
21,268.78332284068324
22,268.78332284068324
23,268.78332284068324
24,268.78332284068324
25,268.78332284068324
26,268.78332284068324
27,268.78332284068324
28,268.78332284068324
29,268.78332284068324
30,268.78332284068324
31,268.78332284068324
32,268.78332284068324
33,268.78332284068324
34,268.78332284068324
35,268.78332284068324
36,268.78332284068324
37,268.78332284068324
38,268.78332284068324
39,268.78332284068324
40,268.78332284068324
41,268.78332284068324
42,268.78332284068324
43,268.78332284068324
44,268.78332284068324
