,Opportunity_cost
0,220.14180404815235
1,245.33211618886966
2,245.33211618886966
3,245.33211618886966
4,264.06063379865816
5,265.3787135895464
6,265.3787135895464
7,265.3787135895464
8,268.11061705155157
9,268.6991941905602
10,268.6991941905602
11,268.77352661097626
12,268.78597196651936
13,268.78597196651936
14,268.78597196651936
15,268.78597196651936
16,268.78597196651936
17,268.78597196651936
18,268.78597196651936
19,268.78597196651936
20,268.78597196651936
21,268.78597196651936
22,268.78597196651936
23,268.78597196651936
24,268.78597196651936
25,268.78597196651936
26,268.78597196651936
27,268.78597196651936
28,268.78597196651936
29,268.78597196651936
30,268.78597196651936
31,268.78597196651936
32,268.78597196651936
33,268.78597196651936
34,268.78597196651936
35,268.78597196651936
36,268.78597196651936
37,268.78597196651936
38,268.78597196651936
39,268.78597196651936
40,268.78597196651936
41,268.78597196651936
42,268.78597196651936
43,268.78597196651936
44,268.78597196651936
