,Opportunity_cost
0,65.163504671233
1,61.895675296486985
2,57.41814556832833
3,56.65424806687088
4,56.649355254330175
5,56.64902147626671
6,56.64877750496902
7,56.648777504888386
8,56.648553840622924
9,56.648553840622924
10,56.64855343530786
11,56.64855343530786
12,56.64855343472178
13,56.64855343472178
14,56.64855343472178
15,56.64855343472178
16,56.64855343472178
17,56.64855343472178
18,56.64855343472178
19,56.64855343472178
20,56.64855343472178
21,56.64855343472178
22,56.64855343472178
23,56.64855343472178
24,56.64855343472178
25,56.64855343472178
26,56.64855343472178
27,56.64855343472178
28,56.64855343472178
29,56.64855343472178
30,56.64855343472195
31,56.64855343472195
32,56.64855343472195
33,56.64855343472195
34,56.648553435321844
