,Opportunity_cost
0,60.65703887296144
1,56.30475890257847
2,41.73258905249983
3,39.66113289131346
4,39.44312687056677
5,39.44253731885661
6,39.44232412184823
7,39.44220688854955
8,39.442142553441954
9,39.44209020831482
10,39.442043619136996
11,39.44201161028181
12,39.44199401714849
13,39.441972826869744
14,39.44195180899632
15,39.44193410356766
16,39.44193410356766
17,39.44193410356766
18,39.44193410356766
19,39.44193410356766
20,39.44193410356766
21,39.44193410356766
22,39.44193410356766
23,39.44193410356766
24,39.44193410356766
25,39.44193410356766
26,39.44193410356766
27,39.44193410356766
28,39.44193410356766
29,39.44193410356766
30,39.44193410356766
31,39.44193410356766
32,39.44193410356766
33,39.44193410356766
34,39.44193410356766
