,Opportunity_cost
0,268.7769620320928
1,268.78703369328
2,268.78850457243
3,268.7885046711292
4,268.7885046711292
5,268.7885046711292
6,109.98907841566214
7,103.28633834576252
8,87.13029790092904
9,87.13029790092904
10,80.30174808018953
11,79.85656325620778
12,79.85656325620778
13,79.8565632436765
14,79.8565632436765
15,79.8565632436765
16,79.85656324379428
17,79.85656273581884
18,79.85656273528332
19,79.85309070596591
20,79.85309070596591
21,79.85309070596591
22,79.85309070596591
23,79.85309070596591
24,79.85309070596591
25,79.85309070596591
26,79.85309070596591
27,79.85309070596591
28,79.85309070596591
29,79.85309070596591
30,79.85309070596591
31,79.85309070596591
32,79.85309070596591
33,79.85309070596591
34,79.85309070596591
