,Opportunity_cost
0,20.163477723860865
1,11.814826940895387
2,9.666444371512455
3,9.609800308892034
4,9.609412587847316
5,9.609237778229101
6,9.609137204633384
7,9.609084035681292
8,9.609058821199426
9,9.60902214665856
10,9.609005429179263
11,9.60896184028337
12,9.60896184028337
13,9.60896184028337
14,9.608939221302933
15,9.608939221302933
16,9.608939221302933
17,9.608933003941843
18,9.608933003941843
19,9.608933003941843
20,9.608933003941843
21,9.608933003941843
22,9.608933003941843
23,9.608933003941843
24,9.608933003941843
25,9.608933003941843
26,9.608933003941843
27,9.608933003941843
28,9.608933003941843
29,9.608933003941843
30,9.608933003941843
31,9.608933003941843
32,9.608933003941843
33,9.608933003941843
34,9.608933003941843
