,Opportunity_cost
0,92.12558997641509
1,86.09746778144304
2,86.09746778144304
3,72.00382573863723
4,71.73315223425666
5,71.7325726869714
6,71.73237272073263
7,71.73237272073263
8,71.73230188945706
9,71.73230188945706
10,71.73230188897847
11,71.73230188897847
12,71.73230188897847
13,71.73230188828023
14,71.73230188828023
15,71.73230188828023
16,71.73230188828023
17,71.73230188828023
18,71.73230188828023
19,71.73230188828023
20,71.73230188828023
21,71.73230188828023
22,71.73230188828023
23,71.73230188828023
24,71.73223072382882
25,71.73223072340616
26,71.73223072340616
27,71.73223072382882
28,71.73223072340616
29,71.73223072382882
30,71.73223072340616
31,71.73223072340616
32,71.73223072340616
33,71.73223072340616
34,71.73223072340616
