,Opportunity_cost
0,92.16348914043004
1,87.11165780782994
2,73.45908854173385
3,71.17413779918033
4,71.17413779918033
5,71.17413779918033
6,71.17413779918033
7,71.08433515973445
8,71.08436510884894
9,71.08436460096885
10,71.08428007593949
11,71.08421922408866
12,71.08421920079732
13,71.08421920079732
14,71.08421919933156
15,71.08421919933156
16,71.08418442998067
17,71.08418429767664
18,71.08418429767664
19,71.08418429767664
20,71.08418429882533
21,71.08418429882533
22,71.08418429882533
23,71.08418429882533
24,71.08418429882533
25,71.08418429882533
26,71.08418429882533
27,71.08418429882533
28,71.08418429882533
29,71.08418429882533
30,71.08418429882533
31,71.08418429882533
32,71.08418429882533
33,71.08418417350526
34,71.08418417350526
