,Opportunity_cost
0,268.78850467011694
1,268.78850467011694
2,268.78850467011694
3,268.78850467011694
4,268.78850467011694
5,268.78850467011694
6,268.78850467011694
7,77.42337024165346
8,68.87694190305311
9,48.056131407822676
10,36.51073231031006
11,32.193236746693856
12,31.872610952612263
13,31.872610952612263
14,31.871385298291955
15,31.871385298291955
16,31.87138529802246
17,31.871385299125166
18,31.87092184415897
19,31.87092184415897
20,31.87092184415897
21,31.87092184373023
22,31.870921843637547
23,31.870921843637547
24,31.87092184373023
25,31.87092184373023
26,31.870921843637547
27,31.87092184373023
28,31.870921843637547
29,31.870921843637547
30,31.87092184373023
31,31.87092184373023
32,31.870921843743645
33,31.870921843743645
34,31.87092184365096
