,Opportunity_cost
0,268.7885045911855
1,40.883020823704385
2,33.89287616620979
3,22.38617080666441
4,18.624067370899326
5,18.43916732755011
6,18.43916732755011
7,18.438239341923293
8,18.438081987233062
9,18.438020968623533
10,18.438020968623533
11,18.438020968623533
12,18.438020968623533
13,18.438020968623533
14,18.438020968623533
15,18.438020968623533
16,18.438020968623533
17,18.438020968623533
18,18.438020968623533
19,18.438020968623533
20,18.438020968623533
21,18.438020968623533
22,18.438020968623533
23,18.438020968623533
24,18.438020968623533
25,18.438020968623533
26,18.438020968623533
27,18.438020968623533
28,18.43790087969407
29,18.43790087969407
30,18.43790087969407
31,18.43790087969407
32,18.43790087969407
33,18.437685115379537
34,18.437685115379537
